,hilbert_dim,num_of_intervals,total_time,drift_parameter,taylor_truncate_len,init_seed,target_state_seed,initial_state,target_state,final_cost
0,2,1,7.777777777777779,1.0,10,1,5,"Statevector([1.+0.j, 0.+0.j],
            dims=(2,))","Statevector([-0.49397787-0.15298708j, -0.81578552+0.25898804j],
            dims=(2,))",-0.7604905226059497
