,hilbert_dim,num_of_intervals,total_time,drift_parameter,taylor_truncate_len,init_seed,target_state_seed,initial_state,target_state,final_cost
0,2,10,7.0,1.0,10,4,6,"Statevector([1.+0.j, 0.+0.j],
            dims=(2,))","Statevector([0.32040386-0.77682301j, 0.54048633-0.041975j  ],
            dims=(2,))",-0.9923254972626111
