,hilbert_dim,num_of_intervals,total_time,drift_parameter,taylor_truncate_len,init_seed,target_state_seed,initial_state,target_state,final_cost
0,2,3,2.2222222222222223,1.0,10,7,5,"Statevector([1.+0.j, 0.+0.j],
            dims=(2,))","Statevector([-0.49397787-0.15298708j, -0.81578552+0.25898804j],
            dims=(2,))",-0.9923884677224234
